path,modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,mfcc,chroma,zcr,rms
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-02-01-02-02-04.wav,03,01,02,01,02,02,04,"[-6.91213013e+02  7.68523407e+01 -8.41398335e+00  5.39021921e+00
 -7.74962759e+00  2.71534181e+00 -1.04160185e+01 -1.40371814e-01
 -1.76422405e+01 -1.20216160e+01 -5.51557064e+00 -3.77965045e+00
 -5.32585430e+00 -6.05728579e+00 -8.59216022e+00 -3.36523390e+00
 -1.85007501e+00 -2.59951472e+00 -3.15733004e+00 -4.22462559e+00
 -4.00286961e+00 -5.03327036e+00 -7.00883865e+00 -2.14602542e+00
 -5.22120810e+00 -3.88797379e+00 -3.22070670e+00 -2.91639829e+00
 -5.11054277e-01  2.20241451e+00  4.04869127e+00  4.40628242e+00
  3.69683313e+00  2.89269710e+00  3.98792863e+00  2.53924346e+00
  2.45415592e+00  2.17406106e+00  2.51298761e+00  6.40170193e+00]","[0.49795774 0.44342878 0.32863346 0.28944352 0.2729616  0.31511876
 0.43398678 0.52832353 0.5323469  0.5070012  0.53733146 0.5331979 ]",[0.08769531],[0.00264991]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-02-02-01-01-04.wav,03,01,02,02,01,01,04,"[-6.9599194e+02  7.3904991e+01 -1.0055801e+01  7.9084697e+00
 -6.4835281e+00  5.9340525e-01 -8.8018389e+00 -1.3699083e+00
 -1.2135429e+01 -8.5555058e+00 -6.1151285e+00 -4.8645520e+00
 -2.0286145e+00 -7.5299973e+00 -9.0942974e+00 -2.3658419e+00
 -4.0754576e+00 -4.9744501e+00 -4.8194284e+00 -4.0614643e+00
 -2.8915861e+00 -4.6580920e+00 -4.0376291e+00 -2.3424508e-01
 -5.4384418e+00 -2.6303823e+00 -1.1714476e+00 -3.5657642e+00
 -1.3875346e+00  3.7474278e-01 -1.7478277e-01  7.7314723e-01
  1.2469006e+00  2.3094362e-01  1.4983906e+00  3.6462684e+00
  4.4875145e+00  6.1020336e+00  5.7457123e+00  7.1555943e+00]","[0.3205414  0.31092602 0.2822615  0.2604199  0.27411506 0.29966205
 0.3098184  0.33866513 0.47574618 0.5243206  0.47270828 0.38835508]",[0.0468318],[0.0025216]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-02-02-01-02-04.wav,03,01,02,02,01,02,04,"[-6.7483063e+02  8.3462807e+01 -1.2224373e+01  2.2881222e+00
 -3.3299243e+00  3.2708743e+00 -1.1137132e+01 -1.9810597e+00
 -1.8391438e+01 -1.2464378e+01 -6.3858271e+00 -3.9746671e+00
 -3.4867220e+00 -7.6581149e+00 -8.0728769e+00 -8.2590826e-02
 -1.6636419e+00 -3.8711648e+00 -4.5235105e+00 -2.7633257e+00
 -3.9735589e+00 -6.1875582e+00 -7.0163894e+00 -1.4707028e+00
 -4.5455804e+00 -3.8747158e+00 -1.2270958e+00 -3.5085628e+00
 -2.2409952e+00 -6.1124283e-01  5.1296598e-01 -1.8378469e+00
 -6.8073094e-02  1.5637287e+00  1.6394142e+00  2.8871093e+00
  3.7223341e+00  4.4740877e+00  3.6994553e+00  5.5135579e+00]","[0.4771832  0.40382254 0.33258495 0.3206934  0.35142854 0.38533628
 0.45727414 0.54299235 0.5734163  0.592878   0.6170323  0.51239806]",[0.09206222],[0.00257737]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-02-02-02-01-04.wav,03,01,02,02,02,01,04,"[-6.4613110e+02  8.0770607e+01 -1.2636460e+01  7.5358334e+00
 -5.4200912e+00  1.6830782e+00 -1.0523615e+01  1.5807541e-01
 -1.8250381e+01 -1.0055660e+01 -4.0237827e+00 -3.3433540e+00
 -4.7869153e+00 -5.5133700e+00 -8.4630442e+00  5.2232426e-01
 -1.6809715e+00 -2.7800193e+00 -1.1314563e+00 -9.7849613e-01
 -3.0492225e+00 -5.2265639e+00 -5.7803159e+00 -9.6051228e-01
 -4.1718616e+00 -2.6160359e+00 -5.4697055e-01 -1.2971683e+00
  5.2684349e-01  1.2189162e+00  7.7202839e-01  3.6556127e-03
  4.9015480e-01  1.8365959e+00  3.5075479e+00  4.4048209e+00
  3.7688015e+00  4.2832522e+00  2.7834163e+00  6.0744739e+00]","[0.3761647  0.3201784  0.299359   0.31010658 0.25755507 0.2579634
 0.3507455  0.44364578 0.53513503 0.5318023  0.5289429  0.48657277]",[0.08508814],[0.00317625]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-02-02-02-02-04.wav,03,01,02,02,02,02,04,"[-6.8902014e+02  6.6768318e+01 -6.4653988e+00  9.3779726e+00
 -6.6489534e+00  2.1087082e-02 -9.1403532e+00 -4.0158625e+00
 -1.4316765e+01 -7.5236049e+00 -7.2486420e+00 -3.3909960e+00
 -6.4101648e+00 -7.7507725e+00 -1.0105427e+01 -6.0663754e-01
 -6.4671512e+00 -7.1636786e+00 -4.8963976e+00 -3.0396039e+00
 -5.1922879e+00 -6.8779016e+00 -5.8111749e+00 -1.9783019e+00
 -7.2682867e+00 -4.3906660e+00 -4.9236650e+00 -4.1279864e+00
 -3.5161932e+00 -2.7103796e+00 -4.6894722e+00 -2.0051281e+00
 -1.0245441e+00 -1.6838526e+00  2.9194794e+00  2.4626284e+00
  3.7667766e+00  4.4806676e+00  4.6241679e+00  4.2047286e+00]","[0.45097113 0.3901246  0.35827592 0.34997934 0.38146046 0.42962614
 0.4630621  0.5667719  0.6290828  0.5913007  0.5946362  0.50673324]",[0.06372392],[0.00280017]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-01-01-01-04.wav,03,01,03,01,01,01,04,"[-6.7685077e+02  6.6879372e+01 -1.3539673e+01  3.8077118e+00
 -4.1860339e-01 -7.3482597e-01 -1.1490604e+01 -4.5724088e-01
 -1.0418558e+01 -8.7757292e+00 -5.1794982e+00 -3.0771790e+00
 -6.2198439e+00 -5.8087950e+00 -8.3584261e+00 -2.0900257e+00
 -1.6245337e+00 -4.8446965e+00 -3.8762200e+00 -1.3056825e+00
 -3.7765758e+00 -3.9651906e+00 -4.4476752e+00 -1.8752989e+00
 -2.9094429e+00 -1.4975839e+00 -1.1638269e+00 -2.6429033e+00
 -2.5093589e+00 -1.0065615e+00 -1.5532805e+00 -3.9321384e+00
 -1.9244701e+00 -2.8745623e+00 -2.0295758e+00  2.3456237e-01
  1.2216516e+00  1.7793225e+00  2.2598653e+00  3.4317052e+00]","[0.3307874  0.33090904 0.30511686 0.31959745 0.34488058 0.35955682
 0.38656577 0.42163303 0.44690493 0.4109022  0.40337378 0.34822407]",[0.04831907],[0.00423145]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-01-01-02-04.wav,03,01,03,01,01,02,04,"[-6.31016541e+02  6.23607521e+01 -1.94698296e+01  2.63814521e+00
 -8.86910141e-01  5.75169623e-01 -1.41388130e+01 -2.45765403e-01
 -8.77126884e+00 -1.17775726e+01 -4.83844519e+00 -2.59895968e+00
 -6.53776169e+00 -4.69449902e+00 -9.02626419e+00 -2.21973491e+00
 -2.46451831e+00 -5.22888899e+00 -4.58076715e+00 -1.62054002e+00
 -6.23021483e-01 -1.31396043e+00  1.19229305e+00  1.16508329e+00
  8.19136202e-01  2.92099923e-01  2.31052041e+00  1.58852136e+00
 -6.99197590e-01  2.36598492e+00 -4.82987642e-01 -6.84488237e-01
  1.06038809e+00  1.08675027e+00  1.42261577e+00  7.83379436e-01
 -2.97070295e-01 -6.33812666e-01 -1.17705815e-01  1.66029978e+00]","[0.4530049  0.41871458 0.4371233  0.4646869  0.4641392  0.48653284
 0.53282475 0.5807596  0.56247723 0.49763465 0.49739584 0.4757911 ]",[0.05858051],[0.00632026]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-01-02-01-04.wav,03,01,03,01,02,01,04,"[-6.40970642e+02  6.26848526e+01 -1.18653755e+01  6.16756201e+00
  1.32074142e+00  1.70064080e+00 -1.14257174e+01  2.18151569e+00
 -7.77937555e+00 -8.22461987e+00 -4.45293140e+00 -4.70773172e+00
 -4.42387533e+00 -3.31635571e+00 -7.88611174e+00 -1.43360054e+00
 -3.66885734e+00 -4.11520624e+00 -4.71730852e+00 -4.36362314e+00
 -4.51524973e+00 -3.69901538e+00 -5.21990299e+00 -2.23761797e+00
 -2.21666336e+00 -2.76811910e+00 -1.75079012e+00 -1.83002502e-01
  1.19964875e-01  8.77490938e-01  5.00897050e-01  1.29101634e+00
 -4.14025672e-02  6.12038076e-01  1.30949235e+00  2.49083154e-02
 -3.19913864e-01  1.39915311e+00 -7.14395419e-02  2.55531335e+00]","[0.46732277 0.46816647 0.46380764 0.46377683 0.4400364  0.45948166
 0.48274088 0.5174006  0.5005979  0.45200035 0.49321944 0.48355338]",[0.07044756],[0.00525947]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-01-02-02-04.wav,03,01,03,01,02,02,04,"[-6.3719110e+02  6.3099228e+01 -1.2593862e+01  3.6267710e+00
 -3.6838138e-01  1.6646338e+00 -1.3004402e+01 -6.1162084e-01
 -9.1419220e+00 -1.0140823e+01 -2.6632621e+00 -3.6062386e+00
 -5.5114355e+00 -2.9891777e+00 -7.3442883e+00 -8.4202313e-01
 -3.9668019e+00 -4.8934813e+00 -5.0866165e+00 -1.6912029e+00
 -2.4970026e+00 -3.3630824e+00 -2.7050865e+00 -1.2909166e+00
 -1.4774529e+00 -2.2614522e+00 -2.1832823e-03 -3.0346945e-01
  4.3627685e-01  3.0084546e+00  2.8565180e-01  1.1027277e+00
  1.1272097e+00 -5.1282591e-01 -4.6145064e-01  7.9845679e-01
  2.3982339e-01  1.5415456e+00  3.3883978e-02  1.3163233e+00]","[0.5168223  0.49988583 0.52740556 0.5179939  0.49166194 0.5006123
 0.5231445  0.49556944 0.5171965  0.5244991  0.52133423 0.5187359 ]",[0.05854386],[0.00679802]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-02-01-01-04.wav,03,01,03,02,01,01,04,"[-5.2301752e+02  5.6362156e+01 -2.2982000e+01  3.1011155e-01
 -4.1651750e+00  1.4517150e+00 -1.2951427e+01  7.3044884e-01
 -1.0074690e+01 -1.2044542e+01 -4.1414309e+00 -4.7184598e-01
 -3.4934149e+00 -5.1086712e+00 -8.6476479e+00  2.9083073e+00
  1.8234400e+00  2.0559425e+00  1.4756793e+00 -1.5524890e+00
 -1.7237163e+00 -2.9028535e+00  1.3479753e+00  3.7406569e+00
  2.3780499e+00  2.1231802e+00  1.3519133e+00  3.3465648e+00
  1.9527591e+00  5.3086476e+00  2.1552045e+00  1.3329563e+00
  7.9320586e-01  1.4551538e+00  3.5092208e+00  1.1415623e+00
  4.0332124e-01  9.5241797e-01 -3.5215981e-02  4.3450761e-01]","[0.36932617 0.37097427 0.34952918 0.34393886 0.35637453 0.3914201
 0.4372023  0.4692247  0.50955427 0.41567063 0.37596008 0.38382858]",[0.07153522],[0.01302368]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-02-01-02-04.wav,03,01,03,02,01,02,04,"[-5.25690491e+02  4.18771057e+01 -2.16176491e+01  4.47461396e-01
 -4.34820127e+00 -1.41627526e+00 -1.53321886e+01  2.14370871e+00
 -8.58417797e+00 -9.47848892e+00 -3.33071208e+00 -2.78579450e+00
 -7.39596987e+00 -3.52318287e+00 -9.30999279e+00 -1.13446105e+00
  5.03106058e-01 -8.40490520e-01  5.20484865e-01  4.85490274e+00
  5.68366098e+00  2.85294509e+00  5.43235540e+00  3.79737425e+00
  6.24015257e-02  9.66638982e-01  6.49579763e-01  4.49382275e-01
 -8.34151447e-01  3.01325917e+00 -1.83202803e-01 -4.62983012e-01
 -1.15679644e-01  1.66845128e-01  2.41705203e+00 -1.15604639e-01
 -8.57513070e-01 -4.81411874e-01  3.16558659e-01  2.26691532e+00]","[0.33743504 0.2846364  0.26481408 0.2891266  0.3025222  0.34797233
 0.35237342 0.40879658 0.44860148 0.37863705 0.36932248 0.35144618]",[0.07622289],[0.01702823]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-02-02-01-04.wav,03,01,03,02,02,01,04,"[-5.4026440e+02  4.3222351e+01 -1.7589552e+01  1.1674359e+00
 -4.4971485e+00 -2.3227499e+00 -1.4634726e+01 -1.7894888e+00
 -1.0922587e+01 -1.0481071e+01 -5.6814027e+00 -3.5488992e+00
 -8.0199080e+00 -3.4214423e+00 -8.3723984e+00 -2.3402290e+00
 -4.3281474e+00 -5.8730845e+00 -6.9051952e+00 -3.9964838e+00
 -3.6401186e+00 -4.1501822e+00  9.8270231e-01  2.9568768e+00
  2.5278473e+00  2.3171649e+00  6.5581393e-01  1.5750599e+00
 -1.2960818e+00  2.0789309e+00  2.6402586e+00  3.1058457e+00
  2.0878003e+00  7.5719720e-01 -7.2206980e-01 -9.5484746e-01
 -5.2185762e-01  1.1653366e+00 -1.8783434e-03  6.9978529e-01]","[0.4428209  0.40501964 0.40300795 0.39372036 0.4009579  0.43531236
 0.41561204 0.39821246 0.38666105 0.36815733 0.38193628 0.38996845]",[0.08324184],[0.01528127]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-02-02-02-04.wav,03,01,03,02,02,02,04,"[-4.81329681e+02  4.53305779e+01 -2.57784195e+01 -1.04447389e+00
 -6.86545515e+00 -1.44181406e+00 -1.67897606e+01 -3.27249861e+00
 -1.46497936e+01 -1.10867968e+01 -3.74320173e+00 -4.35228777e+00
 -9.17173290e+00 -6.91354132e+00 -1.21333065e+01 -1.12695619e-01
 -1.23716092e+00 -2.29298186e+00 -1.67781198e+00  2.66030908e+00
  2.36013365e+00  2.00784469e+00  5.31203699e+00  2.89306307e+00
  2.72727084e+00  3.42391372e+00  1.04500508e+00  2.36385894e+00
 -1.60888517e+00  6.72658622e-01 -1.18342543e+00 -3.28604370e-01
 -6.21721864e-01 -1.06671870e+00  5.83343863e-01 -4.46090192e-01
 -1.42485642e+00  3.01939100e-01 -9.59346950e-01  6.05703235e-01]","[0.42450732 0.3725899  0.38541624 0.41655338 0.46415654 0.50399727
 0.5080423  0.5451183  0.5875107  0.50949633 0.49828616 0.5028079 ]",[0.1043046],[0.02382311]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-04-01-01-01-04.wav,03,01,04,01,01,01,04,"[-7.14926025e+02  5.89201698e+01 -2.26138043e+00  1.07485695e+01
  6.39970005e-02  4.05805302e+00 -1.03268642e+01  3.74614906e+00
 -9.37271023e+00 -5.76989985e+00 -7.41160154e+00 -5.20449877e+00
 -3.66491628e+00 -3.78443551e+00 -7.87409163e+00 -3.37339520e+00
 -1.70177782e+00 -3.69408560e+00 -3.92242813e+00 -4.60313034e+00
 -1.99361873e+00 -2.29598379e+00 -3.61682749e+00 -1.46328223e+00
 -2.57767415e+00 -1.42138231e+00 -9.69525278e-01 -2.59486365e+00
 -1.94372964e+00 -8.39889884e-01 -3.82235020e-01 -1.25712299e+00
 -2.00598374e-01 -3.43247771e-01  1.45949256e+00  1.69277549e+00
  2.55250072e+00  2.20431280e+00  1.53408885e+00  2.49042630e+00]","[0.52355796 0.49873462 0.4747745  0.49251702 0.51551366 0.5577286
 0.57738286 0.6169483  0.5711133  0.53419966 0.57830614 0.5545253 ]",[0.06565374],[0.00232561]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-04-01-01-02-04.wav,03,01,04,01,01,02,04,"[-6.2080280e+02  5.0968941e+01 -1.1089162e+01  6.0510058e+00
 -6.1139498e+00  4.1843486e-01 -1.1886858e+01  7.5231791e-02
 -9.1719837e+00 -1.1411818e+01 -5.8506474e+00 -3.6563659e+00
 -5.5421343e+00 -3.0185628e+00 -9.7994328e+00 -3.4101284e+00
  8.7907597e-02 -4.4058681e+00 -5.0793972e+00 -2.4168873e-02
  9.1521895e-01 -5.4842412e-01  2.5329351e+00  1.0188822e+00
  6.4410412e-01  1.6985089e+00  1.1928673e+00  2.6892395e+00
  2.2575860e+00  3.0133023e+00  1.6200358e+00  4.5451158e-01
 -2.1499622e+00 -1.5217698e+00  8.9950782e-01  2.0334618e+00
  5.6125736e-01  7.8972179e-01 -1.3639387e+00  9.5634365e-01]","[0.33292463 0.3614527  0.43159032 0.41797295 0.38859037 0.40435165
 0.45911533 0.5053377  0.44658214 0.40881675 0.3978422  0.37057146]",[0.07176056],[0.00690038]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-04-01-02-01-04.wav,03,01,04,01,02,01,04,"[-6.2064832e+02  5.1693184e+01 -1.3691478e+01  9.1694155e+00
 -7.7159405e+00  3.3060737e+00 -1.6740507e+01 -4.7793281e-01
 -1.0380008e+01 -1.2447655e+01 -6.0122275e+00 -6.0219464e+00
 -7.2878680e+00 -4.4000373e+00 -9.5778494e+00 -3.1064794e+00
 -1.6154534e+00 -4.8524780e+00 -6.7776289e+00 -1.1973182e+00
 -2.4446268e+00 -3.5547805e+00  1.4572489e+00  2.2112257e+00
  4.9749804e+00  5.3036656e+00  2.9943593e+00  3.1601124e+00
 -5.8960277e-01  1.1118988e+00  6.1848454e-02 -2.4129219e-01
  4.7557706e-01  1.3062816e+00  1.2923093e+00  9.1661447e-01
 -2.4509537e+00 -5.7036662e-01 -1.1892167e+00 -2.1794699e-02]","[0.41017506 0.37927878 0.39202553 0.4514982  0.4744589  0.43282574
 0.36825693 0.39091635 0.35219148 0.33155966 0.40113792 0.44412255]",[0.08486116],[0.00759332]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-04-01-02-02-04.wav,03,01,04,01,02,02,04,"[-6.2603076e+02  4.0313648e+01 -1.4831149e+01  6.1101694e+00
 -1.0760504e+01  1.0036302e+00 -1.8530842e+01 -1.6004074e+00
 -9.7321358e+00 -1.3919212e+01 -5.1875024e+00 -4.8113027e+00
 -7.5812473e+00 -3.8772025e+00 -8.4676714e+00 -2.7491736e+00
 -1.2960798e+00 -4.6011901e+00 -4.4106555e+00 -6.5026820e-01
 -1.9125189e-01 -1.6825958e+00  3.8062077e+00  4.7820520e+00
  5.8424344e+00  4.3726096e+00  9.5572340e-01  1.3641552e+00
 -1.6409122e+00  8.0547690e-01  9.0317130e-01  1.9316183e+00
  7.7982169e-01 -6.4399719e-01 -1.1216956e+00 -1.4987389e+00
 -2.4003754e+00  1.0351644e+00  2.0541340e-01  1.0305414e+00]","[0.42462772 0.45752716 0.447394   0.46097714 0.45642394 0.4860982
 0.50795126 0.45657054 0.42138296 0.37732407 0.38704202 0.4145909 ]",[0.08525451],[0.00697764]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-04-02-01-01-04.wav,03,01,04,02,01,01,04,"[-5.6569745e+02  4.6103344e+01 -2.4922596e+01  1.4601400e+00
 -7.8693585e+00 -3.3926490e-01 -1.7838968e+01 -4.9960194e+00
 -1.1284072e+01 -1.3911072e+01 -5.6381321e+00 -1.6299545e+00
 -6.6879592e+00 -2.2483728e+00 -6.1573567e+00  1.2278501e+00
  5.1272926e+00  4.7135057e+00  3.9930081e+00  3.5545561e+00
  3.6989059e+00  1.0570364e+00  3.4298317e+00  3.6041985e+00
 -2.0726012e-01  1.1601363e+00 -2.7317235e+00  5.8120716e-01
 -7.9132062e-01 -8.7130340e-03 -5.1935059e-01 -1.8135815e+00
 -7.3975390e-01  6.8644524e-02  9.0551883e-01  4.6470709e-02
 -2.2054174e+00 -1.9538720e+00  1.1117046e+00 -3.2432526e-01]","[0.4154798  0.34113017 0.34674126 0.37029725 0.3659003  0.36915016
 0.40198967 0.48109016 0.44440785 0.3636081  0.37808257 0.40085444]",[0.07958701],[0.01215655]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-04-02-01-02-04.wav,03,01,04,02,01,02,04,"[-5.2531720e+02  3.7810822e+01 -1.9176701e+01  2.4001231e+00
 -9.7886057e+00 -3.3128777e+00 -1.3756036e+01 -1.5912617e+00
 -6.9101810e+00 -1.0687584e+01 -4.7898278e+00 -9.3238789e-01
 -2.8365777e+00  7.0730746e-01 -1.8768038e+00  4.5191145e+00
  8.9664564e+00  8.4801483e+00  6.6570611e+00  5.3235831e+00
  1.6108892e+00  8.3731645e-01  1.9740409e+00  2.6693516e+00
 -7.3625708e-01 -3.9142123e-01 -5.3120226e-01  1.4873426e+00
 -6.5456939e-01 -5.1139390e-01 -7.1583375e-02  2.3161316e-01
  6.3270724e-01  1.4012482e+00  1.2490567e+00 -3.7783347e-02
 -7.1646190e-01 -9.2977751e-03  1.0300637e+00  5.7201022e-01]","[0.46544147 0.42829338 0.415845   0.4462738  0.45253512 0.48050228
 0.5354142  0.565999   0.54663455 0.45900166 0.44160402 0.47352505]",[0.08277057],[0.01478952]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-04-02-02-01-04.wav,03,01,04,02,02,01,04,"[-4.7959940e+02  3.1606533e+01 -3.4470085e+01 -2.6496246e+00
 -1.4194380e+01 -5.0190835e+00 -2.1579617e+01 -9.0443306e+00
 -1.4256280e+01 -1.6108360e+01 -5.2933469e+00 -4.5039902e+00
 -6.3209643e+00 -4.7608784e-01  7.0257396e-01  9.9875479e+00
  1.3868305e+01  6.4365697e+00  3.5756111e-01  4.8662435e-02
 -3.1748185e+00 -5.0495639e+00  3.8608640e-01  1.6324173e+00
 -2.6089778e+00 -1.8058580e+00 -3.9568658e+00  6.9988722e-01
  1.6383084e+00  1.7697992e+00  9.2139018e-01  3.0336770e-01
  1.7933422e+00 -3.4629413e-01 -2.1240058e+00 -1.9232595e+00
 -2.2938077e+00  7.2226834e-01  9.9902910e-01 -2.7422309e+00]","[0.4996928  0.48468754 0.465395   0.38697276 0.35216978 0.39017716
 0.39674723 0.39752427 0.41863716 0.41327593 0.39052686 0.42514956]",[0.09677072],[0.02862252]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-04-02-02-02-04.wav,03,01,04,02,02,02,04,"[-5.06001770e+02  3.73609238e+01 -3.06977520e+01  1.15774000e+00
 -1.07249670e+01 -7.35099852e-01 -2.12568245e+01 -4.79442930e+00
 -1.17569561e+01 -1.40519285e+01 -5.89570093e+00 -6.44994450e+00
 -8.03761673e+00 -4.60981798e+00 -6.47473907e+00  3.90302730e+00
  7.43417215e+00  7.72873306e+00  7.46294832e+00  7.67221165e+00
  4.28137875e+00 -1.79773152e+00 -2.92819619e-01  3.28491181e-01
 -1.55754757e+00 -5.03299713e-01 -2.44719005e+00 -7.59468734e-01
 -1.43224740e+00  8.33563328e-01  7.60012984e-01  7.57595897e-02
 -3.96690071e-01  2.27282858e+00  3.10751629e+00  1.51520276e+00
 -2.97546601e+00 -2.31134319e+00  5.58269382e-01  5.40751398e-01]","[0.50985944 0.44207877 0.43176278 0.40362734 0.3984605  0.40268698
 0.4173075  0.5401101  0.50344294 0.4021582  0.46703655 0.55899256]",[0.09902316],[0.01969527]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-05-01-01-01-04.wav,03,01,05,01,01,01,04,"[-5.8575018e+02  5.2763435e+01 -1.0848471e+01  5.0388365e+00
 -3.4996076e+00 -2.7646470e+00 -9.9780865e+00 -1.5135900e+00
 -9.5203829e+00 -9.0575457e+00 -5.0416927e+00 -4.5158391e+00
 -3.7248728e+00 -4.9103160e+00 -7.6095629e+00 -8.2052690e-01
 -4.0426970e+00 -7.2797260e+00 -5.1117849e+00 -2.9424584e+00
 -2.0180547e+00 -2.6977947e+00 -2.4222503e+00  9.7379607e-01
  2.5186369e-01 -2.2672071e-01  7.1654737e-01  4.7301772e-01
 -9.4755483e-01  1.2374766e+00 -3.1182247e-01 -6.8083531e-01
 -6.6129357e-01 -7.0085245e-01  5.5434448e-01  1.5854324e+00
  1.7941834e+00  1.1107460e+00  5.8890575e-01  1.2507454e+00]","[0.3782516  0.38039407 0.39647254 0.44045305 0.45073318 0.46081236
 0.46600413 0.4309402  0.41699862 0.4196128  0.4202985  0.3726494 ]",[0.06976529],[0.00734402]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-05-01-01-02-04.wav,03,01,05,01,01,02,04,"[-5.6196045e+02  4.7473927e+01 -1.3251722e+01  4.4711323e+00
 -4.5030093e+00 -4.6049552e+00 -1.0232055e+01  1.8582244e-01
 -8.0842409e+00 -9.6805658e+00 -3.9618137e+00 -3.3038940e+00
 -4.0507364e+00 -2.8401470e+00 -7.4500971e+00 -3.6708221e-02
 -2.3244354e-01 -3.4330747e+00 -2.6134603e+00  2.1222006e-01
 -1.5203729e+00 -2.9670432e+00 -1.7684134e+00  5.9786934e-01
 -7.8478211e-01 -2.3429374e-01 -3.6214840e-01  8.9445850e-03
 -9.5812249e-01  1.0909346e+00 -3.3296101e-02  1.1723716e-01
  1.9858636e-02  1.3600141e+00  3.2432904e+00  1.4064947e+00
  3.0770999e-01 -4.5369291e-01  3.4961498e-01  1.8704054e+00]","[0.38507017 0.3514666  0.32237244 0.36377692 0.4120714  0.42325583
 0.41702276 0.41214603 0.415435   0.3812032  0.370933   0.38496628]",[0.06292327],[0.00949914]
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-05-01-02-01-04.wav,03,01,05,01,02,01,04,"[-5.81242371e+02  4.54734306e+01 -1.31786766e+01  4.51051998e+00
 -7.38249207e+00 -1.89648736e+00 -1.37178802e+01 -9.01818395e-01
 -1.19087915e+01 -1.06358471e+01 -6.41711855e+00 -4.59591341e+00
 -6.11122036e+00 -2.71849799e+00 -1.06340275e+01 -2.75639629e+00
 -4.82165146e+00 -5.62480116e+00 -2.98911095e+00  1.46183634e+00
  2.70610780e-01  1.45502329e+00  1.27735063e-01  1.05887389e+00
 -1.08504593e+00 -1.48483276e+00  8.85797068e-02  2.29159236e+00
  1.61088586e+00  3.55075550e+00  9.91219819e-01  6.01579845e-01
 -1.30317903e+00  1.14435613e+00  7.89760113e-01 -4.28298950e-01
 -1.82115293e+00 -4.67942029e-01  1.11411893e+00  2.82073832e+00]","[0.37748787 0.38545185 0.42108944 0.4408627  0.42536253 0.4201386
 0.43096712 0.43502825 0.42057544 0.35801816 0.34763986 0.35960537]",[0.09118428],[0.01096402]
