path,modality,vocal_channel,emotion,emotional_intensity,statement,repetition,actor,mfcc,chroma,zcr,rms
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_11\03-01-06-01-01-01-11.wav,03,01,06,01,01,01,11,0.07184649926831717,0.24169001055465372,-0.2875089700913921,-0.5639805525960292
D:\Projects\emotion-detection-knn\audio_data\Actor_09\03-01-07-02-01-01-09.wav,03,01,07,02,01,01,09,0.32017673946350644,0.0177508484143208,-0.3999119191166906,-0.7006159518791354
D:\Projects\emotion-detection-knn\audio_data\Actor_17\03-01-05-02-02-02-17.wav,03,01,05,02,02,02,17,-0.7964171714344164,-1.6571394901942629,1.9487473488753981,1.5807774211612349
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_11\03-01-03-02-01-02-11.wav,03,01,03,02,01,02,11,-1.181914217647684,-0.39970735802578305,-1.1621831802448312,0.47838701756236335
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-06-01-01-02-14.wav,03,01,06,01,01,02,14,-0.21346893160644478,-0.379605957348291,1.4833306750166508,-0.6758591168385126
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_21\03-01-06-02-02-02-21.wav,03,01,06,02,02,02,21,-0.7203970775385948,0.15736658071212833,-0.38070194106508504,0.42540582811657557
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_07\03-01-01-01-01-02-07.wav,03,01,01,01,01,02,07,-0.036985590480335534,-0.2628876701596069,0.2997880811421732,-0.5977394292256131
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_07\03-01-06-01-02-01-07.wav,03,01,06,01,02,01,07,-0.6312244169693243,-0.4638079928091754,-0.2414502188347391,-0.4928276411576997
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_19\03-01-03-02-02-02-19.wav,03,01,03,02,02,02,19,0.657437097858931,-0.12517902545183435,-1.0925180062488211,-0.29673417220763965
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-02-02-02-01-12.wav,03,01,02,02,02,01,12,-0.7271273245499486,0.8441410897641537,1.5246267944717418,-0.5704826600174537
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_20\03-01-02-01-02-01-20.wav,03,01,02,01,02,01,20,-0.47774759318275106,-0.563300933745126,-1.0148192587994933,-0.7703488160771164
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_19\03-01-07-02-01-01-19.wav,03,01,07,02,01,01,19,-0.46176015938138765,-1.0485803343711966,-0.0009851481094115514,-0.2789001691862982
D:\Projects\emotion-detection-knn\audio_data\Actor_13\03-01-05-01-01-01-13.wav,03,01,05,01,01,01,13,-1.9654710905059374,0.16325075128720845,-0.5599593305641599,-0.40458289465401615
D:\Projects\emotion-detection-knn\audio_data\Actor_07\03-01-04-02-02-02-07.wav,03,01,04,02,02,02,07,0.13065233680940344,0.4482674095468391,1.3575855390487612,-0.39909313036553934
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-02-01-02-04.wav,03,01,03,02,01,02,04,1.9509552289238616,-1.1776308994431632,0.38524053831969807,0.5674040419062133
D:\Projects\emotion-detection-knn\audio_data\Actor_13\03-01-06-02-01-01-13.wav,03,01,06,02,01,01,13,0.4778108506737626,-0.13380375906079012,-0.5172853358730133,-0.5634198577257712
D:\Projects\emotion-detection-knn\audio_data\Actor_08\03-01-05-02-01-01-08.wav,03,01,05,02,01,01,08,1.5573975145477317,-0.07700932994042779,-0.632863556042854,0.8929944262469222
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_18\03-01-06-02-02-01-18.wav,03,01,06,02,02,01,18,-0.04169074488767649,-0.7352021122275658,0.28452203727581443,0.15468379055710915
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_05\03-01-04-02-01-01-05.wav,03,01,04,02,01,01,05,-1.0488447341662732,1.0115720064217153,-0.0018351860642965704,-0.725988818874454
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-03-02-01-02-14.wav,03,01,03,02,01,02,14,-1.3433549626152652,-1.2890897321752626,0.9587703836332289,0.677441020529838
D:\Projects\emotion-detection-knn\audio_data\Actor_05\03-01-05-02-01-01-05.wav,03,01,05,02,01,01,05,-1.4515344417315537,1.049876984435901,0.8986568651044032,2.181173394380648
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_21\03-01-02-01-01-02-21.wav,03,01,02,01,01,02,21,-0.4412146075913574,-2.7360970163544365,-0.26175435958377163,-0.4782446918470705
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-07-02-01-02-01.wav,03,01,07,02,01,02,01,0.4464938547724491,1.3098653443660335,0.8748200633850355,0.14548155892738845
D:\Projects\emotion-detection-knn\audio_data\Actor_02\03-01-03-01-02-02-02.wav,03,01,03,01,02,02,02,-0.9489876478088389,1.4259185512376655,0.4698611019488777,-0.3124922207819156
D:\Projects\emotion-detection-knn\audio_data\Actor_23\03-01-05-01-01-02-23.wav,03,01,05,01,01,02,23,1.7434370165970738,-0.9459141106769438,-1.4138147586194247,0.23746725509518826
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-06-01-02-01-12.wav,03,01,06,01,02,01,12,0.2823524756343606,1.4751970303527444,1.4466377365177698,-0.335709382826126
D:\Projects\emotion-detection-knn\audio_data\Actor_04\03-01-04-02-02-01-04.wav,03,01,04,02,02,01,04,0.9282813197544455,0.0645945756720558,1.5150229051069413,1.5109249312071902
D:\Projects\emotion-detection-knn\audio_data\Actor_19\03-01-05-02-02-02-19.wav,03,01,05,02,02,02,19,-1.8928710992275803,-2.095592665388332,0.44031376064384475,2.1353624262728035
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_06\03-01-07-01-02-02-06.wav,03,01,07,01,02,02,06,-1.0998702024797713,0.6258213455513645,0.4972256161640692,-0.7192116535921482
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_09\03-01-03-01-01-02-09.wav,03,01,03,01,01,02,09,-0.05469659659375361,-0.5010704057137497,-0.36289732977459604,-0.602076880108741
D:\Projects\emotion-detection-knn\audio_data\Actor_08\03-01-03-01-02-01-08.wav,03,01,03,01,02,01,08,-1.2466602198015582,1.0564279959440146,-0.6037456323592733,-0.517372893228414
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_07\03-01-05-02-02-01-07.wav,03,01,05,02,02,01,07,-0.6537289714905004,0.5363005337528383,0.6025824873162405,4.501315747017833
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_12\03-01-03-02-02-01-12.wav,03,01,03,02,02,01,12,-1.7107274319894374,-0.471544293654374,0.9890649445894195,0.14137603553050648
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_22\03-01-05-02-01-01-22.wav,03,01,05,02,01,01,22,-0.21112695385714164,0.4244912036361103,0.45831796040627665,0.6399534009459402
D:\Projects\emotion-detection-knn\audio_data\Actor_24\03-01-04-02-02-02-24.wav,03,01,04,02,02,02,24,-1.123059168549589,-0.6326722858606827,0.30955581999633713,-0.6062776158420818
D:\Projects\emotion-detection-knn\audio_data\Actor_17\03-01-07-02-01-01-17.wav,03,01,07,02,01,01,17,0.16168264955289394,0.5580189200285925,-0.4823161159954549,-0.07445893829268717
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_21\03-01-06-02-01-01-21.wav,03,01,06,02,01,01,21,-0.5574982905189979,-0.34468140627037214,0.07581627596192662,0.39399063976905724
D:\Projects\emotion-detection-knn\audio_data\Actor_11\03-01-02-01-01-02-11.wav,03,01,02,01,01,02,11,0.4658949801136752,0.12708425566279136,-1.5564809282623442,-0.7107572863829893
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-07-01-01-01-14.wav,03,01,07,01,01,01,14,-0.6233113391373453,0.3248040316702233,0.9513080840706787,-0.4668363008657251
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_12\03-01-05-01-02-02-12.wav,03,01,05,01,02,02,12,0.14703678248144497,-1.0922338301211991,0.9737659108929874,-0.4231468589215426
D:\Projects\emotion-detection-knn\audio_data\Actor_17\03-01-08-01-02-02-17.wav,03,01,08,01,02,02,17,0.303771717154448,-1.8621003292255118,-0.8414807946460459,-0.21317598848743338
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_08\03-01-02-01-01-02-08.wav,03,01,02,01,01,02,08,-1.027653843558599,-0.7198746535662983,-0.4677813466957184,-0.6932007825644896
D:\Projects\emotion-detection-knn\audio_data\Actor_09\03-01-04-02-01-01-09.wav,03,01,04,02,01,01,09,-0.6707751615172337,-0.6431290435367445,-0.5224597907199895,-0.7385023239832456
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_12\03-01-03-02-02-02-12.wav,03,01,03,02,02,02,12,-0.7256217188795393,-1.0905317922563138,1.7344399144150857,1.240429938450049
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_07\03-01-03-02-01-02-07.wav,03,01,03,02,01,02,07,-0.030484100079584332,-0.08858835190020938,1.0050210257348087,0.6038752494538958
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_19\03-01-02-02-01-01-19.wav,03,01,02,02,01,01,19,-0.6295003742980091,-1.21414788948948,-1.247828078097783,-0.6055915987511856
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_23\03-01-06-01-01-02-23.wav,03,01,06,01,01,02,23,-0.07571035972686042,-1.485086464856033,-1.072081906179496,-0.5718595768831672
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_07\03-01-05-02-01-01-07.wav,03,01,05,02,01,01,07,-1.2207585655189805,0.15085482858992344,-1.2549252902075239,0.9684229412387141
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_09\03-01-03-02-01-02-09.wav,03,01,03,02,01,02,09,-1.0065452817539844,-0.9519897233006626,-0.7816504388253483,0.36031639632743684
D:\Projects\emotion-detection-knn\audio_data\Actor_10\03-01-01-01-02-01-10.wav,03,01,01,01,02,01,10,0.916989857966953,1.0131311167017916,1.4396488410167692,0.10339119596732348
D:\Projects\emotion-detection-knn\audio_data\Actor_19\03-01-07-01-02-01-19.wav,03,01,07,01,02,01,19,0.26426138614486916,-1.280084063831444,0.8132918309765728,-0.5524224259744407
D:\Projects\emotion-detection-knn\audio_data\Actor_23\03-01-05-01-02-02-23.wav,03,01,05,01,02,02,23,0.6513584622297733,-1.0164062130923077,-1.20866805013993,0.18645785617281885
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_16\03-01-03-01-01-02-16.wav,03,01,03,01,01,02,16,-1.238428483710763,-1.1184774161491646,-0.04649681801735148,-0.20594066469720998
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_14\03-01-01-01-02-01-14.wav,03,01,01,01,02,01,14,0.07216734619902436,-0.6835291449087874,-0.3703563303541395,-0.6950521335511906
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_20\03-01-02-02-02-02-20.wav,03,01,02,02,02,02,20,-0.11101221334036929,-1.3977349294944987,-1.3831017766518066,-0.782125849694495
D:\Projects\emotion-detection-knn\audio_data\Actor_06\03-01-05-02-01-01-06.wav,03,01,05,02,01,01,06,1.0343563786684895,0.07622382344351454,2.0213695113069665,4.447934177490525
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_11\03-01-08-02-02-02-11.wav,03,01,08,02,02,02,11,-0.21231766780275593,0.10189811202977113,0.7912029404205813,0.05240295534194495
D:\Projects\emotion-detection-knn\audio_data\Actor_07\03-01-07-01-02-02-07.wav,03,01,07,01,02,02,07,1.3996165591450007,-1.5750771322128443,0.17081159131861598,-0.5927135199096283
D:\Projects\emotion-detection-knn\audio_data\Actor_11\03-01-07-02-01-01-11.wav,03,01,07,02,01,01,11,-0.6715249404778978,1.3362236035300776,-0.17015039875860288,-0.2975609733515905
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_10\03-01-02-02-02-02-10.wav,03,01,02,02,02,02,10,-0.303524622351968,-0.11446614047988658,1.5420850125464618,-0.32906649135164684
D:\Projects\emotion-detection-knn\audio_data\Actor_18\03-01-02-02-02-02-18.wav,03,01,02,02,02,02,18,-0.7525572774848761,1.2199424889539177,-1.5643033668031934,-0.5876216943607105
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_12\03-01-06-02-02-02-12.wav,03,01,06,02,02,02,12,0.2600424909519768,-1.273683674205883,-0.07575659797024692,1.985767570082791
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_09\03-01-08-02-02-01-09.wav,03,01,08,02,02,01,09,0.4443548287682237,-0.14762413051930423,-0.5905233084659475,-0.6828950643686298
D:\Projects\emotion-detection-knn\audio_data\Actor_23\03-01-04-01-01-01-23.wav,03,01,04,01,01,01,23,-2.6553063632845113,0.104443128281439,-2.0502534607299814,-0.6043872033840131
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_02\03-01-05-01-02-02-02.wav,03,01,05,01,02,02,02,0.5994818487131105,-0.1009442024337553,0.5535205618619258,-0.1908661918718698
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-01-01-02-04.wav,03,01,03,01,01,02,04,0.5752006319672053,0.6234845372794118,-0.5847913254907345,-0.30398984051420047
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-02-02-02-02-14.wav,03,01,02,02,02,02,14,-1.1845024636814188,-0.6582123380910367,-0.6614954295633565,-0.6985749900001702
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-01-01-02-02-12.wav,03,01,01,01,02,02,12,-1.1090346415082766,1.147907313761809,0.1457706608015781,-0.5729419051523154
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_02\03-01-02-01-01-01-02.wav,03,01,02,01,01,01,02,-0.9430276816047951,-1.1025712887772912,-0.3473607693016378,-0.5652476090735208
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_11\03-01-03-02-02-02-11.wav,03,01,03,02,02,02,11,-0.5204427621907527,-0.02693504103290869,-0.3282398637912294,0.27933220081423504
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_06\03-01-01-01-02-02-06.wav,03,01,01,01,02,02,06,-0.7181266709160221,0.2613205250845269,-0.10563493723701449,-0.6483875095378306
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-08-02-01-02-04.wav,03,01,08,02,01,02,04,2.3241967059885646,-0.3745439114766366,0.30590109665473136,0.4896652036391494
D:\Projects\emotion-detection-knn\audio_data\Actor_15\03-01-04-01-02-01-15.wav,03,01,04,01,02,01,15,-0.07135437341713229,-1.1816647476182598,-0.92069267563473,-0.4628984162834631
D:\Projects\emotion-detection-knn\audio_data\Actor_13\03-01-08-02-02-01-13.wav,03,01,08,02,02,01,13,0.14453893589803732,0.6909625946585038,-0.4971747354604097,-0.23159021711471678
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_07\03-01-03-02-01-01-07.wav,03,01,03,02,01,01,07,-0.5822550609013172,0.18709414492446425,-0.8516290162070538,0.43624701398243504
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_15\03-01-07-01-01-02-15.wav,03,01,07,01,01,02,15,0.28701493315350024,-0.19682187086755565,-0.07593474305264211,-0.5129996359965321
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_16\03-01-05-01-02-02-16.wav,03,01,05,01,02,02,16,-0.8934899394059469,-1.318595918759568,1.092492460512811,0.636594114408313
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_02\03-01-03-02-02-01-02.wav,03,01,03,02,02,01,02,-1.3843142517886398,-0.25436658096642695,0.866533567901157,0.08316793294732101
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_01\03-01-03-02-01-02-01.wav,03,01,03,02,01,02,01,0.3850903559081308,0.7484423940649881,-0.8829253683364658,-0.18885940878035135
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_03\03-01-04-02-02-01-03.wav,03,01,04,02,02,01,03,0.5454324133835925,-0.42818156791825934,-0.38641522980325643,0.7087300728760645
D:\Projects\emotion-detection-knn\audio_data\Actor_06\03-01-08-01-01-01-06.wav,03,01,08,01,01,01,06,-0.5359883391311591,0.35686320561925783,-0.8739070484554641,-0.6787114180290124
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_18\03-01-05-02-01-01-18.wav,03,01,05,02,01,01,18,-0.5543800216897116,-0.32917088235325415,0.25089990212624386,3.2340948858342156
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_10\03-01-03-01-01-01-10.wav,03,01,03,01,01,01,10,-0.8583457384020909,0.6188190593371227,2.1432520880037895,0.40004191270844547
D:\Projects\emotion-detection-knn\audio_data\Actor_08\03-01-03-02-01-02-08.wav,03,01,03,02,01,02,08,-1.7393148019210118,0.19917157164682273,-0.8333900388206015,-0.010892090106237345
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-04-02-01-01-12.wav,03,01,04,02,01,01,12,0.09231841702145795,1.1891395769066937,-0.11190795342542725,0.24583536155507665
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_14\03-01-01-01-01-02-14.wav,03,01,01,01,01,02,14,-0.3230109958417007,-1.7327760016617924,-0.7514938853249641,-0.7373402452100548
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_08\03-01-03-02-02-02-08.wav,03,01,03,02,02,02,08,-1.493889691977528,0.03693408235927318,0.15445193458533196,-0.09907824440286929
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_24\03-01-08-02-02-01-24.wav,03,01,08,02,02,01,24,0.40035589904203406,-1.9093754239263394,1.6567824042533492,0.2966046951846651
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_12\03-01-04-02-02-01-12.wav,03,01,04,02,02,01,12,0.6452394209267307,0.3120395420778291,0.09463642418816753,0.3438503585846203
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-03-02-01-02-12.wav,03,01,03,02,01,02,12,-1.1551298123774119,0.545360467658239,-1.0830196843402549,0.8332303750542543
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-01-01-02-02-04.wav,03,01,01,01,02,02,04,-0.25542731319032996,-1.8980369815701923,-0.911881641852688,-0.6475126953353235
D:\Projects\emotion-detection-knn\audio_data\Actor_24\03-01-04-01-02-02-24.wav,03,01,04,01,02,02,24,-0.772273021896001,0.5682390738231022,-0.04085500724433911,-0.6576646089876729
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-02-01-01-04.wav,03,01,03,02,01,01,04,-0.011598977471103729,-0.5517363901633693,0.1274981437545512,0.24152151031089994
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-01-01-01-01-14.wav,03,01,01,01,01,01,14,-1.7840298650354456,-0.6307700378978649,-1.0934186286098184,-0.7305256460176883
D:\Projects\emotion-detection-knn\audio_data\Actor_15\03-01-04-02-02-01-15.wav,03,01,04,02,02,01,15,0.2228303957899035,-0.5528855233684247,0.12196904823428827,-0.35641440399299756
D:\Projects\emotion-detection-knn\audio_data\Actor_03\03-01-03-01-01-02-03.wav,03,01,03,01,01,02,03,0.7183535514552315,1.5136248239151902,0.6571031299866619,0.02134257535935044
D:\Projects\emotion-detection-knn\audio_data\Actor_05\03-01-07-01-02-02-05.wav,03,01,07,01,02,02,05,1.161303610153516,1.8695630647617094,0.1883099470199259,-0.6235720822901561
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_16\03-01-04-02-01-01-16.wav,03,01,04,02,01,01,16,-0.37959744639056964,-1.7364219006275294,0.23603798367828158,-0.49805780941771166
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_18\03-01-03-02-02-01-18.wav,03,01,03,02,02,01,18,0.9366289337651498,-1.4234092082183045,0.5620236905632852,1.1614452020024841
D:\Projects\emotion-detection-knn\audio_data\Actor_21\03-01-04-01-02-02-21.wav,03,01,04,01,02,02,21,-0.719090547729226,-0.515836527362776,-0.052692857935594355,-0.532465269228131
D:\Projects\emotion-detection-knn\audio_data\Actor_06\03-01-05-01-02-01-06.wav,03,01,05,01,02,01,06,-0.3549892180600894,0.14531948122294078,1.4935696186103598,-0.32160981922367277
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_16\03-01-08-02-02-01-16.wav,03,01,08,02,02,01,16,0.7200558348208684,-0.21344545462495895,1.4364482776691705,0.5439915725051643
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-02-01-01-01-12.wav,03,01,02,01,01,01,12,-0.9093157907560376,0.7608086759719216,-0.5138758369349513,-0.5853805424409855
D:\Projects\emotion-detection-knn\audio_data\Actor_18\03-01-02-01-01-01-18.wav,03,01,02,01,01,01,18,-0.8719055777235131,-1.5461003051371085,-1.6994572023079508,-0.6133672728953298
D:\Projects\emotion-detection-knn\audio_data\Actor_21\03-01-07-01-01-02-21.wav,03,01,07,01,01,02,21,0.034622630853311125,-0.02959662203887947,-0.09055308658856419,-0.14410554174139753
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_23\03-01-05-02-01-02-23.wav,03,01,05,02,01,02,23,-0.8196597011033813,0.04728421869074196,0.8278590402758809,1.9375396734340673
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_14\03-01-07-01-02-01-14.wav,03,01,07,01,02,01,14,-0.28659992752000196,-0.5168958185187539,0.9580819958457021,-0.5431892706798872
D:\Projects\emotion-detection-knn\audio_data\Actor_07\03-01-04-01-02-02-07.wav,03,01,04,01,02,02,07,0.833574320304077,0.20159646561958627,0.41002249867066204,-0.5031569589925109
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_10\03-01-07-01-02-02-10.wav,03,01,07,01,02,02,10,-1.5810876908756297,0.2560330889790454,2.119335011031244,-0.08305246199359359
D:\Projects\emotion-detection-knn\audio_data\Actor_09\03-01-08-01-01-02-09.wav,03,01,08,01,01,02,09,-0.8294999522678156,0.15174823752923314,-1.3824458288638517,-0.7458694802393352
D:\Projects\emotion-detection-knn\audio_data\Actor_10\03-01-04-01-01-02-10.wav,03,01,04,01,01,02,10,0.7814599324894496,0.03128971205362999,1.6685476773184436,-0.48493559638010586
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_09\03-01-04-01-01-02-09.wav,03,01,04,01,01,02,09,-0.620172893522679,-1.2743774145640947,-0.9556019639876551,-0.7916527798049602
D:\Projects\emotion-detection-knn\audio_data\Actor_15\03-01-07-01-02-01-15.wav,03,01,07,01,02,01,15,0.5163580957754887,-0.16044519988691344,-0.27948364409559273,-0.4037935274201261
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_14\03-01-02-02-01-01-14.wav,03,01,02,02,01,01,14,-1.0744950129991753,-0.3157398004116608,-0.6171230084539431,-0.775057350938238
D:\Projects\emotion-detection-knn\audio_data\Actor_06\03-01-08-02-01-01-06.wav,03,01,08,02,01,01,06,-0.6196908340863169,-0.08637614423057817,1.0355992992296281,-0.6519616341679804
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_22\03-01-07-02-02-02-22.wav,03,01,07,02,02,02,22,-0.9618258791761314,-0.8212982147643334,0.6281743479955003,-0.1181809314630094
D:\Projects\emotion-detection-knn\audio_data\Actor_20\03-01-03-02-02-01-20.wav,03,01,03,02,02,01,20,-0.8491820747717371,-1.555673408599938,0.15235103224017255,0.8267754669107324
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_09\03-01-05-01-01-01-09.wav,03,01,05,01,01,01,09,-0.040574098602613316,-0.4671526235629205,-0.9131215096329377,-0.713951375447957
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_24\03-01-05-01-01-01-24.wav,03,01,05,01,01,01,24,-0.9724069164277601,-0.8245876514664187,0.03997722423143861,0.289863336251113
D:\Projects\emotion-detection-knn\audio_data\Actor_09\03-01-03-01-02-01-09.wav,03,01,03,01,02,01,09,0.3923769961694244,-1.148000721995251,-1.0022732264226673,-0.6598764648038721
D:\Projects\emotion-detection-knn\audio_data\Actor_01\03-01-02-02-02-02-01.wav,03,01,02,02,02,02,01,-0.054308049669816665,1.6496180756296337,-0.9967677736139565,-0.6489457630661283
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_24\03-01-07-01-02-02-24.wav,03,01,07,01,02,02,24,-0.633409713197702,-1.7676421725218097,0.709381014042609,-0.2628475320154572
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-05-01-02-01-14.wav,03,01,05,01,02,01,14,-0.9559199052188475,-0.4475682554371502,1.187698360951468,-0.15666054966351733
D:\Projects\emotion-detection-knn\audio_data\Actor_22\03-01-03-02-01-01-22.wav,03,01,03,02,01,01,22,-0.9159546948210794,-0.9953014469478516,-0.08979981880189322,0.3295278190831096
D:\Projects\emotion-detection-knn\audio_data\Actor_07\03-01-02-01-02-01-07.wav,03,01,02,01,02,01,07,0.449986387508062,0.08323030669064016,-1.15275028816591,-0.6706639411466009
D:\Projects\emotion-detection-knn\audio_data\Actor_03\03-01-08-02-02-01-03.wav,03,01,08,02,02,01,03,1.2711597949429203,1.1350761139238184,-0.26769087950543813,0.5187000835751954
D:\Projects\emotion-detection-knn\audio_data\Actor_09\03-01-07-01-01-01-09.wav,03,01,07,01,01,01,09,1.2415555338885873,-0.8435664976784485,-0.34386494697488396,-0.7532073403918991
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_18\03-01-06-02-02-02-18.wav,03,01,06,02,02,02,18,-0.1157766559852853,-1.0934508787020043,0.6153369054530284,0.6707232612352373
D:\Projects\emotion-detection-knn\audio_data\Actor_12\03-01-08-02-01-01-12.wav,03,01,08,02,01,01,12,-1.3439991386042518,1.000244477229872,0.6600106336771099,-0.16446877503380117
D:\Projects\emotion-detection-knn\audio_data\Actor_14\03-01-03-01-02-01-14.wav,03,01,03,01,02,01,14,-1.5922821263828928,-1.8104821423710509,0.45970518276085265,-0.33891567860089605
D:\Projects\emotion-detection-knn\audio_data\Actor_03\03-01-01-01-02-02-03.wav,03,01,01,01,02,02,03,0.37214689943818474,0.0753418622628135,1.8118428530547572,-0.46309942010487626
D:\Projects\emotion-detection-knn\audio_data\Actor_13\03-01-05-01-02-02-13.wav,03,01,05,01,02,02,13,-1.3921012346276693,0.31859491352322256,-0.1263019661168516,-0.1263757026437034
D:\Projects\emotion-detection-knn\audio_data\audio_speech_actors_01-24\Actor_04\03-01-03-01-02-01-04.wav,03,01,03,01,02,01,04,1.2613879341813055,0.2570917674296458,0.06769527945891504,-0.39031487845628954
D:\Projects\emotion-detection-knn\audio_data\Actor_06\03-01-08-02-01-02-06.wav,03,01,08,02,01,02,06,-1.3651355208128388,-0.26882077283438793,1.0693330499709461,-0.26352459751916496
